text,percent
"1. Una pequeña reflexión sobre la infeliz afirmación del presidente Piñera: ""Todos sabemos que la ciencia y la tecnología es como un bisturí. Se puede utilizar para extirpar un cáncer, pero también para degollar a una persona""",0.15
asco tu eres un chino amarillo feo,0.95
"Nunca vayas en contra de lo que quieres, a menos que quieras ser un guevon, ahi si piensalo bien...",0.575
Papito a llorar al campito. ,0.075
" Vete a la Mierda, en Navidad también.
Mamarracho, Pantuflo. ",0.875
Dos frases locas tiene jajajajjajajaja,0.4
"Yo cagado de calor y la abuela que me seba mates , pero bueno no le puedo decir que no a la viejita ",0.375
Imaginate decir eso siendo fan de un youtuber mediocre ansnj ,0.6
"No, no, me refería a los fineses, en Finlandia. Es que aún no me hago al idioma...  1 respuesta 0 retweets 0 Me gusta",0.05
"explícame qué tan mal tenes que estar como para pensar que es culpa de una mujer que la violen y la maten de esa manera, por cómo estás VESTIDA o a la hora que vaya x la calle. Tienen mierda en la cabeza, dan asco",0.9
"Recuerden, miembros de la izquierda mundial, que cuando manifiestan su apoyo a Maduro, manifiestan apoyo a la prisión y tortura de venezolanos, inclusive de niños y adolescentes, por protestar. ",0.2
Hoy no saldré a matar Me quedaré a llorar ARISTEMO EL MUSICAL MI AMOR,0.125
 : Ahora fíjate lo que hace tu primo  que una vez vino a 9 de Julio cuando yo tenía 16 años y me pidió mi número pa…,0.15
"Periodistas ingresaron al Hospital Universitario de Caracas: ""trabajan sin luz debido a la falta de bombillos en el centro de salud, además indicaron que los ascensores permanecen dañados. ""El olor a orine, moscas es algo con lo que conviven pacientes, familiares y trabajadores"".",0.125
"todo es una industria, hasta el arte, incluso el socialismo, es una fábrica de pobreza que tiene como estación terminal el comunismo, que es la peor de las dictaduras, ese es el proceso industrial de una educación deficiente como la impulsó",0.175
"Que tan estúpido puedes llegar a ser, que no te des cuenta que las indirectas de troll son para ti y hasta les des RT",0.5
   te quiero meter tu coñazo por mama...!!! (La nueva Yuliana a veces se le sale una mala pal… ,0.525
Que jueza tan irresponsable merece sanciòn .Este depravado merece la pena de muerte. ,0.425
"No se ama con el corazón: nos enamoramos, deseamos, sufrimos y aceptamos nuestra vida con neuronas que aprenden, redes neuronales que activan emociones e incremento de conexión de núcleos cerebrales que reducen la lógica. ",0.075
"RECETA DE EMPANADA DE JAMÓN, QUESO Y DÁTILES:  vía ",0
 : Culiao como podes dudar de una piba que le tomó 9 AÑOS agarrar valor y fuerzas para poder contar lo que ese desgraciado l…,0.5
Ya que están de moda esos challenge. #TunelDeLaLíneaChallenge  no?  ,0
Opinión: La Revolución no quiere ser tuiteada  #cuba,0
 Jajajajajjajaja que no habian cerrado ya ese antro?,0
"En este maravilloso día,  el “Hotel Ávila” quiere desear a todos los #cumpleañeros “Feliz  Cumpleaños” además de #salud,",0
"15 de enero de 1960 #Fidel expresó "" el futuro de nuestro país tiene que ser necesariamente de hombres de ciencia, de hombres de pensamiento"" Felicidades queridas compañeras y compañeros ",0
"¡Misterio de la ciencia! Sepa cuál fue insólito mensaje de Guaidó estando ""detenido"" ",0
Lo más estúpido,0.5
"os financia el régimen de los ayatolás. Es más, hasta el teléfono de tu marido, lo pagaba un iraní.  Sois una puñetera oficina de propaganda de los ayatolás. Que esos si que lapidan a las mujeres y ahorcan a los homosexuales. ",0.3
"El 11E se dijo que el 23 de enero sería una fecha importante. Much@s saltaron a decir: ""¡es muy lejos!"".  Hemos visto multitudinarias manifestaciones en Valencia, Cumaná, San Cristóbal, varias zonas de Caracas, San Diego, Barcelona, Vargas...  ¿Que quiero decir?  Que ¡vamos bien!",0
"  Pues ve a chingar a tu puta madre, pendejo. La ley es para observarse.",0.85
Tampoco de pretender que depongan las armas para no dispararle a la población civil.Han habido concentraciones multitudinarias. En 2002 funcionó la presión porque PDVSA todavia estaba en manos de gente decente y podía financiar y controlar mucho de la logística requerida.,0.075
"¿Te gustaría que tu hij@ aprenda sobre naturaleza, ciencia, conservación de especies y cuidado del planeta?",0
"Obviamente te voy a cuidar y me voy a preocupar por ti porque te quiero, pero de un súper cague no te salvas, pinche necio.",0.525
 PUTA de mierda te quiero violar,0.725
STHEFANY FUE LA QUE MEJOR RESPONDIÓ Y ME VAN A DECIR QUE NO GANÓ ESA MIERDA NOJODA NO PEGAMOS UNA MARICO DE PANA QUE NO #MissUniverse,0
"Parar las clases no es solución, efectivo es convocar a protestas y que simbólicamente se den las clases en medio de la misma.  ¡Pero tomar acciones pasivas, eso no lleva a nada!  ¿O acaso la tiranía tratara con mas respecto a quien deja de dar clases, o ir a verlas?",0.125
 LA PUTA VOLTERETA MORTAL. ,0.575
Los ‘Diarios’ del autor inglés constituyen una lectura apasionante por todo lo que desvelan de su proceso de maduración poética,0.075
"Qué le asesoren y se deje asesorar; México, tiene un sistema federal; los estados forman parte de esa federación, su constitución local no le permite salirse de ese pacto y no puede tomar ese tipo de decisiones... ",0
" callate estupido, dan miedo basta",0.525
 Fuma marihuana enana.,0.5
 Yo tengo senda bruja nocturna,0.525
"Alerta, escuálido disfrazado  ",0.45
"Bueno, al menos ya desperté ...",0
Cada escrito suyo es mas marica que el anterior compadre,0.6
Siete celebridades que le deben la fama a una parte de su cuerpo,0
"  te odio, desgraciado. No debí ni seguirte. :c",0.725
"Tener la maravillosa habilidad de tener sueño todo el día, excepto cuando te vas a dormir",0
"Este tío es tonto. En serio. 
Es que me sigue gente tonta para provocarme.
Que me borres y punto. Gracias. ",0.45
"Bromas por el combate al huachicol.  + Señor presidente: una población entera está ordeñando los ductos y tiene secuestrados a 10 militares, ¿qué hacemos? - ¡Rápido!, mándales un carro con mi constitución moral para que se porten bien y sean buenos. + No podemos,",0.075
t odio pendejo d mierda,0.75
"se termina el 2018 y todavía no logre entender en que le afecta a otros que seas gay, lesbiana, bisexual o trans  no se asusten gente, no es contagioso",0.3
"Quiero anunciar que debido a diferencias con ALGUNOS integrantes de , he decidido despedirme de la banda",0.075
 Sera que ese mmgvo no tiene otro pitcheo sino pura recta????,0.7
Harry Potter y la cámara secreta. Comienza la magia de la lectura en clase. ¿Qué casa alcanzará la victoria al final del trimestre?,0
  Todavia la gente bota su dinero es este mardito hipismo,0.625
  Vikingo estúpido,0.875
"Bebé, tus axilas son así o te hizo cosquillas un mecánico?",0.6
 “Te pensabas que este era tuyo eh pos no peazo tonto uoooooo”,0.65
Saludos de quién es el más guevon el mundo ,0.7
 Agujeros negros: ¿Por qué algunos devoran todo a su alrededor y otros no? #Ciencia ,0
Esa maldita gorda era Chavista una lastima que le den esta sorpresa a una csm que ayudo a la ruina del país y EL MAMAGUEBO que me diga que porque la incluyo a ella es un MALDITO CHAVISTA HIJODEPUTA sin cerebro.,0.95
Hacen un aborto y el bebé sigue vivo diez horas este es un país de mierda.,0.525
Charla del Grandioso Martínez Montañes en la impartida por un gran Historiador. Os dejo aquí el link. Saludos desde Pamplona ,0
A mi gata mas chica le encanta dormirse en mi computadora ya es su camita oficial,0
Que nivel de caligueva,0.375
"Hilmar Herrera, jefe de la División de Defensa Legal de la sobre agente en prisión preventiva: “acá no se ha vulnerado a un efectivo policial, sino a toda la institución porque el uniforme nos representa a todos""",0.025
"  Y quién es este gordo marica? 

Cualquier mierda es periodista ahora.",0.85
"Te lo explico bien 1,2,3 
Quien dijo que la tercera no es la vencida?
Finalmente el hermano latinoamericano de Colo… ",0
"Qué rico me duele la cabeza después de estar todo el día en la computadora. Hahahaha, ay.",0
 El dinero robado no borra tu pasado de prostituta,0.8
" basta, basta degenerado.",0.675
"Porque que tu lado, cualquier humano desgraciado estará benditamente condenado a ser feliz",0.3
"No sé que verga hacer con mi vida (estudio, amor, deporte)",0.125
" Pos nomás ve con quién está casada. No sé si estúpida, pero basta para volverse loca...",0.725
"  Pues lo tenemos crudo, duermo unas 5 horas, si llegan ",0
q pereza me da el fútbol sinceramente,0.05
" : Si cambiaste de sistema operativo, sigue estos pasos para recuperar tus conversaciones de WhatsApp
 ",0
 Al carajo,0.875
  Metete tus palabras por el culo maldita  seguro lo lamentas comemierda lamecocos,1
 : el amor es una pija así q mejor me drogo,0.85
"Y que perro coraje.
Somos las personas más tóxicas que he conocido jamás.",0.35
"Carajo hermanita.Teniamos tiempo que no interactúabamos.Recuerda Manuela Alcala,tú y yo.Tranquila que eso viene des… ",0
" : #CantandoEnElAuto

Por ser una fecha sensible y de respeto por la muerte del fiscal Nisman, hoy no habrá video de cantand…",0
Gracias hermanos Mexicanos,0
La impotencia de que mi amiga me mande un audio de que un mongólico la paro en plena calle con un auto y le grito v… ,0.4
 Cerdo degenerado !!,0.9
Menudo antojo de pollo frito por culpa de Woojin,0
" : Hay muchas personas que confunden estudios con inteligencia, ser sensible con ser débil, tener carácter con tener mal geni…",0
" : le dije “bueno capaz en otra vida podamos estar juntos” 
pero esas son fantasías hippies 
la vida es hoy
y hoy no se n…",0.05
" : Tengo 47 años. Sin trabajo 8 años ya, menor a cargo.Aux. Enfermería. Aux adtva. Experiencia residencias ancianos, construc…",0
 Cínico de mierda devuelve lo que nos robaste TODOS los contratos fueron en tu gobierno de delincuentes… ,0.925
" : Nos adaptamos en el 2018, junto a nuestra fuerza de ventas sobrepasamos las metas. Gracias al trabajo sostenido. #PasiónCNT…",0
Y la gente prefiere hablar con un mongolico retrasado que con un drogado,0.925
 : EPA  mientras sigamos siendo los mismos Guevones y me disculpan mis seguidores . Mientras sigamos siendo los mi…,0.6
 Hay veces que nos salva el desgraciado y otras veces nos complica el muy hijoep.....,0.725
" se acabo de apagar el metro, solo algunas luces funcionan. Estamos sin moverse en Zapata en dirección ha… ",0
" :  Es mentira, lamentablemente “tu opinión” parece un mediocre plagio...

 …",0.45
 : Ahí nací y me crié. #caracas ,0
  Ja ja ja ja ja ju ju ju ju ju huy si que miedo marico mamaguebo mojonero,0.975
" : En México la gestación acelerada del ""Hombre Nuevo"" de la RSXXI, encontró en la ruptura del tejido social -tal como en Ve…",0
 : Tengo que estudiar como desgraciado pq me rasque los huevos todo el año pero igual  #BuenViernes (?),0.375
 Es un desgraciado malagradecido,0.9
"      Mire, tengo un teléfono samsung s6, q… ",0.025
"Ay no, ya encontré una foto de 2009 pero no se las voy a enseñar porque, que perro oso jajaja ",0
 : Accidentes en el trabajo con maquinaria: Seguridad y derecho a reclamar indemnización. #IIBroker ,0
" : ¡QUÉ EMOCIÓN! 

 anuncia una nueva temporada de Mitad y Mitad, titulada 'Juegos de amor'   #RumboAMita…",0
 Me hace muy feliz colaborar extendiendo el orgullo mamarracho,0.5
 Este es un desgraciado de los más grandes que existe.,0.95
"Alguna vez han encontrado a la persona perfecta? con la que comparten muchísimos gustos, se terminan las frases, s… ",0
Solo canta en el carro dijo un amigo!!! Lastima ese muchacho!!! Talento tiene pero se desvió ,0
"Quiero un amigo Gay, o Bi, para entrar en modo cuaima y chismear bastante sobre hombres sin que me quiera los que me gusta",0.75
¡Justicia! Sepa por qué fue detenido efectivo policial en los Valles del Tuy (+fotos) ,0
" : El secuestro de Juan Guaidó, Presidente de la Asamblea Nacional y Presidente legítimo de Venezuela, es responsabilidad d…",0
Así se para un arrastrado y jalabolas frente a un magna ladrón!!!! Subordinación total ante el mito del DON ,0.8
"El pueblo mexicano ve en nuestra Patria, un faro de luz, una referencia de lucha ante las dificultades. ¡Gracias por el apoyo y la receptividad!",0
"  Vaya lea, diferencias dice, para petro marx es un proser fidel y el che ídolos, chavez u… ",0.5
" A otro guevón con ese cuento. Cada que muere un narcotraficante muere un hp, punto. La esperanza sigue viva o aumenta. Qué tal!",0.875
" JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA, grandísimo malparido.",0.95
 : Lo mas estupido que verán el resto del año  expresidente del PRI protestando por que no baja la gasolina q…,0.625
En especial de la prensa prostituta y las cloacas de las redes sociales ,0.775
 : Nicolás no le garantiza nada a nadie. La única ruta para sacar a Venezuela adelante es la planteada desde nuestra .…,0
" : - ¿por que esa cara hija?
- me duele la cabeza, creo que es por el calor...
- te duele porque te la pasas todo el día co…",0
"Gafo se nace, definitivamente",0.75
"Carlos Montoya
3 h · 
Los paises mas avanzados son los socialistas democráticos. El problema es que no encajan en l… ",0
" : No les digan que no pueden ir a esa universidad porque es lejos, no les digan que es imposible hacer algo que ellos dese…",0
 : EL ESTADO DEBE MASIFICAR EL CONSUMO DE LA SARDINA POR SER EL NUTRIENTE MAS RICO Y ECONÓMICO,0
"Yo hoy cuando me feliciten la Navidad. 
Todos los años lo puto mismo, Navidad es el 25 de diciembre. ",0.675
" MAMARRACHO, ADEFECIO DE PRESIDENTE, FALSO INDÍGENA, LARIMOLDE, ETC, ETC, ETC... ",0.975
" : El discurso de Maduro. Reflexiones vacías, cifras engañosas, logros inexistentes, metas pospuestas, promesas repetidas, frase…",0
 : Jimmy estará bien ?  No soy sicólogo pero esto es una disociación total de la realidad. ,0
"  Es más grave que un degenerado sexual, es un DEPRAVADO #pedofilo  un criminal",0.775
"   Que imbécil, que estúpido, que animal",0.975
" Oye drogo, y porque están despidiendo si el presupuesto cambiará hasta la primera 15 de enero?",0.675
Tanto que voy a poner todo ese texto.,0
"Mi gfecita me prohibió Twitter, creo que ya me cacho mi porno;-; ",0.25
" : Movimientos Sociales del mundo se reúnen en Caracas de cara a la Asamblea Internacional de los Pueblos  
…",0
" : Fede ya salía en televisión hace muchos años 
#GHDÚOGala3 ",0
"Navidad significa volver a reencontrarme con mi papá, cuando lo normal sería estar todo el año con él. Gracias maduro, mmgvo",0.8
" : ""Una copita es buena para el corazón"". Pues la ciencia se empeña en que no.",0
" : ""¡Bien muerto el perro!"" o debería decir: perro muerto con las licencias médicas, convenientemente Marisela Santibañez…",0
 :   Es evidente que AG es un ladrón comprobado que merece estar en Yanamayo o Challapalca. Y de ello…,0
" : Han pasado por tanta mierda... los han juzgado, maltratado, señalado",0.3
Pela guevo,0.975
" : #Ahora Se realiza reencuentro de egresados de la Unimet, en Miami, para recolectar fondos que contribuyan en ayudar a los…",0
 El pompi y totona de mis sueños,0.7
" :  Bodegueros, Restaurantes y empleados de Makro, son los que tienen derecho a comprar las pacas de harina reg…",0
"Mrc me acabo de comer mi primera hayaca, mi primera hayaca un 23 de Diciembre CUANDO YA ME DEBERIA DE HABER COMIDO… ",0
" : #Repost 
•  •  •  •  •
El Día del maestro:
Es una festividad en la que se conmemora a las personas que de…",0
" : me voy a poner bonita para el próximo año, culo sí no",0.3
  Este mamarracho hace lo que quiere,0.65
10 cosas que las señoritas decentes no les dirán a sus novios  https://t.co/Gyuf5Lba5S,0
 Nos sumamos a tu comentario ,0
" :  Humberto usted literalmente es un gran guevon, acomplejado y frustrado con ese mal proceso de paz ️ #HumbertoEs…",0.8
"Pana, ya me cansé de los bajones repentinos y las ganas de llorar que llegan de la nada.",0
" Vox es lo mismo que Podemos , uno se financia con los Iraníes y el otro con Venezuela",0
" Doña, él si es un trofeo, sabe por qué? Por el hecho de comportarse como un anormal y de asesinar ",0.5
Que ganas de que se muera el malparido,0.8
" : #Opinión | ""Para garantizar interlocución con el Legislativo y otros campos políticos, el nuevo presidente acudirá al o…",0
Cada vez mas estupido jajaja,0.825
 Cuando sea obligatorio el pago salarial en base a la esta basica real con actualizacion diaria en esos… ,0
 : #Detención Cinco hombres y una mujer fueron detenidos en medio de un secuestro ocurrido el #13Ene en Los Chaguaramos #Car…,0
 : Que fea soy cuando me río xfavor,0.1
   Bueno como sea en un depravado,0.3
me han robado mi cama con aire y mi estupido ventilador,0
 : #ESCORPIO  es intenso y sensual: Para él el amor es sinónimo de sexo y del bueno y ni si­quiera imagina un vínculo en…,0
  Cual gafo? si ya lo que se produce no alcanza para seguir robando,0.4
" : En la mitad del partido, 4.5 entradas, las Estrellas ganan 5-1 a los Toros con pitcheo efectivo de Yunesky Maya y bateo op…",0
   Que zorra,0.975
"   Gordo salame, feo , infeliz, enfermo, rancio son los insultos que he recibido por dar… ",1
 : Wey que te valga chingo de verga si me trago 6 maruchan diarias pendejo,0.825
" : Un gobierno desgraciado que tiene pasando PENURIAS a todo el pueblo venezolano por puro y mero placer, sin luz",0.7
 : Mujeres y hombres de ciencia que tejen los sueños y hacen crecer hacia el futuro. La vida avanza con sus dosis de amor. A…,0
" : Henri Ramos Allup: La salida es constitucional

Falcón: No debemos generar falsas expectativas

Capriles: La AN no tiene…",0
Mandela si fuese un juez te dictaría prisión perpetua ... Trimardito ,0.625
 : Tan cagados están que hackean una cuenta? Que asco,0.6
"  Como lo que es: un genuflexo, obsecuente y arrastrado vende alma. Una larva falaz, hipócrita… ",0.95
"Me llegan tarde las notificaciones del Fancafe, cuando las abro ya está al máximo la cantidad de respuestas y nunca… ",0
 Jajajaj te juro o cuando te dicen pareces una prostituta con eso ponete algo que no muestre tanto es como wtffffff,0.5
" : Una relación no necesita de cacho para acabarse, las actitudes también aburren.",0
  Sólo 8 años a este malnacido?,0.775
 : Muralla es seleccionada para competir en el festival de cine de Guadalajara. ,0
 : Argentina. Milagro Sala fue condenada a trece años de prisión: Otro capítulo de la persecución - Resumen Latinoamerican…,0
" :  Mi hija menor le paso en junio
Y gracias a thelma se animó a contarlo!!!
Mi hija lo público y salieron más.…",0.05
" :    Los Zurdos vende patria como pueden ser tan desgraciado , no están ni Ahí co…",0.725
 Este sujeto es quien firmó para matar a los pobres indefensos ,0
 : Sos mongolico o tenes un finsta,0.875
 :  Ese malnacido debería ser expulsado pero ya. Pobrecita ,0.925
" Nunca en este país fueron tan denostadas la ciencia, la educación y la cultura, ni tan festejadas y alabada la ignorancia",0.1
Saludo que la Ocma inicie una investigación en el caso del juez que dictó prisión preventiva para el suboficial Elvis Miranda tras una operación policial. Mi solidaridad con el joven efectivo. ¿Era necesaria la presencia de 5 fiscales en esa audiencia?,0.025
"Literal hoy pregunté y me decían puras vainas tipo ""ponte un lazo en la totona"" y yo csm nooooo000",0.7
"Me doy permiso de sanar mis heridas, de mirarlas y tocarlas con consciencia, con compasión y con gratitud. Dejo que las huellas del miedo se disuelvan en la luz de mi amor y en mi infinita capacidad de crecer. ",0
" Un novio mío jamás tendrá cachos, mi mamá crió una borracha no una infiel.",0.125
"Compañero, por favor. Hay que complementar las proteínas, sino tendrías déficits. No es lo mismo alimentarse de lentejas solo, que lentejas con arroz, porque el arroz y las lentejas juntas se complementan para dar un nutriente entero. Así que al menos di las cosas como son",0
 Ellos creen q uno es guevon,0.625
 Te quiero tanto que quiero llorar ahhhhhhhhhh,0.1
marico de pana que carajo guevon,0.725
"Ahora saldrán los vendidos de falson, capriles, allup y Rosales diciendo q esa no era la conducta apropiada! En pocos días ellos mismos serán tratados así, esas esas ratas sucias no suman sino restan y luchan por la subsistencia del narcoregimen",0.1
Por qué será que ustedes siempre viralizan frases estúpidas.,0.45
 Nunca me voy a cansar de decir que l amig que te deja el deporte son lo mejor que hay,0.075
Evo los echo a la mierda al que no trabaja y vinieron a Argentina y los reclutó La fabrica más grande de inutiles del mundo llamada La Campora.,0.6
"Un nuevo reality llegó a la televisión argentina de la mano de El Trece y de Marcelo Tinelli. 
",0
"    Estoy acostumbrada a estar sola y ocuparme sólo por mis cosas,… ",0.025
"  CHE,  PELOTUDO ENFERMO! ¿¿¿ES VERDAD LO QUE ESTÁ CIRCULANDO SOBRE VOS Y TU HIJA???",0.85
 Eres una basura tarifada ademas de mariscango declarado.,0.75
" : A ver IDIOTA. Funcionarios entre médicos generales, especialistas, enfermeros, tecnólogos médicos, laboratoristas, etc.. J…",0.725
 NO ES EL presidente de VENEZUELA.,0
 : Claramente tener la misma sangre no significa ser familia. Podés tener gente de mierda en tu familia? Claro que sí.,0.6
En el Día Del Maestro les regalamos esta PLANILLA espero les sea útil #ProtestaDeMaestros15Ene #SubsumirAumentosEsRobar  descarguenla e imprimanla si están interesados ,0.025
No te da paja ser tan falsa todo el tiempo?,0.5
Marico de pana Venezuela esta chulita.,0.375
"Llegar a mi casa, abrir la refrigeradora, coger y beber una cerveza. Entre los pequeños placeres de esta vida ",0.075
"Más No voy a comentar nada sobre el tema,solo voy a pedir q cuides a la mujer que tengas al lado cuidala,escuchala y apoyala mas que nunca en este momento de mierda que estan pasando,deja q luchen por sus derechos y dales fuerzas desde un costado cuando la necesiten",0.45
  FELICIDADES BELLEZA TE LO MERECIS MÁS Q NADIEEEEE,0
"CURSO METODOLOGÍA DE LA CONCILIACIÓN #FISCAL   * Caracas, 23 y 24 de enero del 2019  * Puerto Ordaz, 30 y 31 de enero del 2019 Caracas",0
"Quisiera que alguien me esté sobeteando toa la espalda, nalgas y muslos ahora mismo. ",0.5
   Pinches mamadas q dices pinche arrastrado,0.8
"si hay un tipo de arte que siempre me va a parecer increíble son las esculturas, y más las de épocas que no tenían tantas herramientas para lograr esa perfección de detalles",0
"Soy un solitario del carajo. Bien pude nacer en un lugar así, y esto es triste. ",0.05
Tuitenme mis frases favoritas suyas.,0.05
"que “Elementos del Ejército mexicano y policías municipales aseguraron una toma clandestina en un predio cerrado, a unos metros de las propiedades del expresidente Vicente Fox” (Excelsior, 28 de diciembre del 2014)",0.05
Intento fallido de seguir con esta serie de dibujos maternales(?? A poco me di cuenta que no tienen exactamente el mismo color de cabello(?,0
"Eres una basura como “periodista”, pero como persona, ya no puedes caer más bajo de lo mierda que eres. ¡Que te aproveche, facha!",0.85
"Soy fan de las mujeres que no te miran mal, ni te odian sin conocerte, las que en cualquier baño público te hablan y se rien con vos, las que te piropean el pelo o la ropa, esas mujeres seguras que no necesitan apagar la luz de otra para brillar",0.075
El mundo necesita más gente que sin consultarte caiga con cerveza y sanguchitos de miga,0
"Como odio a las pibas/pibes que te intentan superar en TODO, onda, conseguite una vida y no me rompas las pelotas a mi. Encima después vienen y te echan en la cara que te superaron, que? Querés un grammy? Un Martín Fierro tal vez? O un Oscar?",0.625
"2-Vzla al borde una guerra civil Como latinoamericano deseo que Gobierno y Oposición se sienten a negociar para que cesen de intervenir fuerzas foráneas Tanto a la Oposición como al Gobierno,EU les va a quitar su mayor reserva de petróleo del mundo,su oro y sus ""tierras raras""",0
"Lectura obligada, metàfora immillorable.  via ",0.05
"Y se me termina de joder el móvil, soy un desgraciado.",0.625
Tanto querer diferenciarse de los hombres y aún no ven que no hace falta ser hombre o mujer para ser un desgraciado. Tristemente en nuestra especie NO hay seres de luz puros e inocentes. Hay personas mejores y peores y no tiene correlación con el género. ,0.375
 Malparido el único récord será el hambre en la gente que hay más!,0.725
 por qué no paras de acusar a las personas sin pruebas hijo de puta!!!!! ROSQUERO!!!!! Mala persona!!!!… ,0.7
QUE REPUGNANCIA ESTO pensar que hay un enfermO que se imaginó esto para ponerlo en un puto guión y filmarlo ,0.45
    que no sea necio el viejillo y que diga que es de supersabios recapa… ,0.5
 faltó el trimardito ,0.8
En serio me da demasiada ira cuando mi computadora anda tan mal cuando fue la que más cuidé pero es la que duró menos,0.075
Asesinan a maestro en intento de asalto,0
  No se si sabes lo que significa latinoamericano ,0
"Parece que el Ecuador es un caso de lo increíble. Como es que esta empresa TELCONET de Topic, se da cuenta que tiene en sus cuentas desde  7 años atrás dineros que no saben de donde vienen y los entregan al Estado. Qué es esto, en que país vivimos.  Esto es una burla más.",0.075
"Dialogando y pactando este ladron cobarde desarregló el estado de nicaragua, y nos descompuso la vida a todos, pero el, su mujer, y su hija están bien y mamando la T. Del estado.!",0.375
"aprovecholatino: persona de origen latinoamericanohispano: persona que habla español, x ejemplo mexicano",0
"Estuvieron devolviendo el dinero a los de tarjeta. A los de efectivo, le acreditaron el pago y a los de venta interna solo presencial. Raro lo que decís, averiguaré!",0.125
 :  Supongo que con esta arremetida los pocos chavistas guevones que todavia quedan en las empresas basicas termin…,0.825
Este pobre Misero y Sabandija no solo acabo con la OEA  si no que convirtió a la Oposición Venezolana en un inmenso Archipiélago Jalabolas y Sinvergüenza el mas servil del Imperio del Mal,0.5
No quiero actuar como cuaima pero es que nojoda vale,0.7
"Mi mejor amiga se arrechó conmigo porque hoy es la primera vez que ""vamos a rumbear"" juntas, y probablemente a mi no me dejen xd.",0.55
"Una ""ramera"" no escribiría un tuit así....Que una mujer insinúe con su deseo que pudiese sucederle lo mismo a una mujer de tu mismo sexo, demuestra la calaña de persona que eres.....¡asco!",0.625
"Al día siguiente de llegar a la #FEF empezaremos una auditoría, trasparentaremos las cifras y todo lo que ha pasado durante todos estos años lo comunicaremos al país. Al mismo tiempo trabajaremos en proyectos que saque adelante la #FEF y su fútbol. No hay tiempo que perder!! ",0.075
Mi universidad está tan linda y  cambiada que siento que me tienen que hacer la inducción a mi también.,0
 Almagro es y siempre fue un arrastrado de los gringos y sus imposiciones en Venezuela. Un gran hp. Enhorabuena Uruguay ,0.7
"MAMARRACHO DE PERSONA 
TREPADOR Y PÉSIMO ACTOR Y CONDUCTOR ",0.65
Alguien que me saque de casa o algo y hablar mierda,0.65
 De lo mejor de la ciencia ficción de los ultimos años,0
"No sra,  no sea tan mediocre burro..  Los que hemos trabajado honradamente sin hacer daño a nadie,  sin privilegios, solo trabajo honesto, se sale adelante...  No venga con maricada..  Haber Manada de maricas quien voto por esta basura..",0.95
" : Chicas, si ven que me relaciono con algún macho de mierda acosador, abusador, violador, díganme que me alejo definitivamen…",0.575
Sepa cuántos productos se pueden comprar con nuevo salario mínimo,0
"Se haya votado o no por MORENA Y debemos tener mucho cuidado cuando un gobierno  publica y distribuye este tipo de iniciativas ""morales"". Revisen la historia, nada bueno han traído estas iniciativas. ",0
Mientras mi novio y mi mamá hacían empanadas de pollo yo hacía alfajores de maicena ,0.05
  Gracias le voy a escribir a ese desgraciado miserable del ,1
 Ideas para hacer ejercicio físico y disfrutar de experiencias nuevas #Deporte ,0.075
"Chocha, culo, teta",0.85
"SUPUESTOS ABUSADORES Y COMILLAS, HIJOS DE LA MISMÍSIMA MIERDA OJALA SE LES PRENDAN FUEGO TODAS LAS OFICINAS",0.7
Elegir la ropa 5 minutos antes de salir cuenta como deporte extremo,0
Me gustó un video de   El Algoritmo de YouTube YA NO EXISTE | Redes Neuronales,0
"Iré a ver películas con mi prima, para salir un ratico de mi casa pq nojoda",0.525
"Libros que recomendarías leer a cualquiera — hmmmm los primeros libros que lei fueron los de narnia y se me siguen haciendo geniales, es una lectura facil ",0
esta vez lo hice de primero para que no digas nada pendejo,0.5
"Como saben amigos soy Profesor, el lunes mis chamacos regresan a clases y mi propósito en este nuevo semestre será fomentarles el hábito a lectura, que lean un buen libro y amplíen sus conocimientos. El problema es que no tengo libros, si ustedes tienen, acepto donativos",0
Que caligueva trabajar desde casa,0.45
Falta que diga este asesino terrorista que los niños estaban era en un campamento de verano y como les gustó se quedaron viviendo felices... cínico desgraciado,0.45
Sin duda este es un tema diferente...El Surf-Terror.El periodista nos habla de un cine inspirado en el miedo a lo que mares y océanos guardan.,0
Porque madres inventan cosas y le ponen a la cerveza porquerías?? Solo falta que le pongan un muslo de pollo!!! ,0
Le dieron 13 años de prisión a Milagro. Jefa de una Asociación Ilícita.  Trabajar por los más desvalidos es imperdonable para el Sistema.  Hablame de Massa nomás!,0.075
Javier hizo el gol y ni gracias le dio a luis carlos por el tremendo coñazo en la pierna que le dieron para el tiro libre,0.4
   Ese  es un pobre GUEVON que sabe que está muerto políticamente… ,0.775
"Entre los amistosos queda bastante más abajo del 5-0 de 2015. Y del 4-0 de 2002 entre los suplentes de Boca y los titulares de River, ése que suspendieron cuando faltaba media hora porque era baile. Saludos.",0
 marica admito que lo he visto más de 5 veces JAJAJAJAJAJJAJAJA,0.175
Los ‘Diarios’ del autor inglés constituyen una lectura apasionante por todo lo que desvelan de su proceso de maduración poética,0
  Y con  que? Oiste Guevon la mermelada está buena?,0.625
A ver reventada de mierda que está pasando que tú y el mojonero de Carlos le están preparando una demanda jajaja,0.75
No estoy preparada para que me rompan el orto en la Universidad lpm,0.75
Yo salí toda mariquita y que le gusta andar matching es por culpa de mi mamá.,0.625
